poem content,label,confidence
Extend vain arms in a frozen gesture of protest . . .,anger,0.8541
Whatever seeds it peradventure have,neutral,0.9488
"Majore fluctu. Sistite barbari,",neutral,0.8547
For they fear not to die.,fear,0.9766
"There shone a flaming cloud, blood-red,",anger,0.8501
Happy if their track be found,joy,0.9413
"- ""A maid with red hair.""",disgust,0.9592
"Twas a sorrow of mind, not a sorrow of heart,",sadness,0.9827
"Unto the sun and the sky, and unto the perfecter earth,",neutral,0.8625
"and be not so sorely afraid. For lo, such a friend goes to",fear,0.9445
Like a princess in blue robes behind a grille of bronze.,disgust,0.8988
"Knowing thy heart torment me with disdain,",anger,0.8806
"For your wine--costly wine!""",anger,0.9339
"The fire of striving in thy breast,",anger,0.8716
Into thy bitter cup when that alone,anger,0.9569
"From the dead hand, and sigh a long farewell!",sadness,0.9188
"Good-by, Ethel dear!",joy,0.9163
"son of Frederick II. He was lively end agreeable in his manners,",joy,0.8845
With his nasty hair and hands.,disgust,0.9633
By wrath and bitter hate supplied.,anger,0.9747
"And beareth the last tale it telleth to-night,",neutral,0.8682
From the land of cheerful day!,joy,0.9911
Fear-frenzied as she fled: all Troy became,fear,0.9851
"As she, the daughter of Aiah, mourned the dead,",sadness,0.9824
How to go,neutral,0.8957
"But no such luck, alas for me,",sadness,0.9383
One lonely day--another came in sadness;,sadness,0.9843
But all subserve the Will Omnipotent.,neutral,0.9457
She set two diamonds of highest prise.,neutral,0.8542
"You did not know that, as a phial",surprise,0.8623
"Or pleased to find fair Delos float no more,",joy,0.9803
"""In those bloody fields",anger,0.9437
"Into the room, and o'er its sorrow cast",sadness,0.982
Live in the colors to stand or fall.,neutral,0.9484
His head then laid she in her bosom sweet.,disgust,0.9146
"With universal sway, the realms of wit:",neutral,0.8586
"In these bright walks; the sweet southwest, at play,",joy,0.9732
"No hurt I did not feel, no death",sadness,0.9772
All trebled horrors that wise Odin may,fear,0.9367
"_Guns of fifty--sixty tons that roared at Jutland fight_,",anger,0.8693
Lies Phocis; fruitful were the Phocian fields,joy,0.9432
"(By sure prognostics), when to dread a shower.",fear,0.9759
Get along some way or other;,neutral,0.9025
With whom it were a joy to spend the mornings and evenings.,joy,0.9882
And the gleaming conqueror,joy,0.9415
"Nor why they never frown or wink,",anger,0.8923
And fight with stones on Lettermore,anger,0.9068
"First, may all bards born after me",neutral,0.8973
"No word, to warn us from our choice.",fear,0.9005
"And votive prayers,",neutral,0.9488
Surge after surge of shuddering in him came,fear,0.9596
"There were Glauce, Thalia and Cymodoce, Nesaia, Speo, Thoe and",neutral,0.8829
Which from the Trojan Pergamus I name:,neutral,0.9261
"Though miles on miles of space between them lie,",neutral,0.9126
"Each like some elephant or cloud,",neutral,0.9279
"These save, and save me also. I prefer",neutral,0.9322
Till after three days more.,neutral,0.9234
Where now the sexton has command.,neutral,0.9146
Who laid their hearts and fortunes at your feet.,neutral,0.8905
In a small crystal stream!,surprise,0.8844
Outrageous want! both Indies cannot cure.,anger,0.9723
"If need be, share her sorrow!",sadness,0.9592
Through the long night.,fear,0.8884
"Or, by the burrowing guile",disgust,0.9083
"Among her kindred, wonder'd that such dower",surprise,0.9738
"And with his thundering voice augments his ire,",anger,0.9764
Nought heals the heart that mourns a brother dead.,sadness,0.9738
Whither all Kiovites come and pay it grateful worship.,neutral,0.9311
"Thick as the hairs, which rear the Lion's mane,",disgust,0.8641
And in the kingdom where the heart is lord,neutral,0.8673
"Way be too distant.""",neutral,0.8887
"""There is one quality in his songs to which we can not but direct",neutral,0.942
"Shine the volumes in gold and browns,",neutral,0.9391
And have they fixed the where and when?,neutral,0.873
"And stopping in his onward strides,",neutral,0.853
"Hark!  One proclaims it piacle<85.3> to be sad,",sadness,0.9474
How is it I extract strength from the beef I eat?,neutral,0.8837
Yet shall not war's insatiate fury fall,anger,0.9906
"Perhaps it is not too late,",neutral,0.8822
Which man's heart meets,neutral,0.855
Sweet as the sounds of heaven.,joy,0.8906
Speaks these magic words of conquest:,neutral,0.9383
"Es en la duenna chica amor et non poco,",neutral,0.9045
cautum est in horas: nauita Bosporum,neutral,0.9287
And then old age to end life--sad and brief!,sadness,0.954
"The livery-man went ome,",neutral,0.8846
I am glad to think,joy,0.9936
"Bring Fancy with her choral trains before us,",neutral,0.9209
Canto XLI. Kapil.,neutral,0.8864
"""While yet I speak the winged galley flies,",neutral,0.9364
"Two men beside a nameless tomb,",disgust,0.8986
Made her tremble and shiver;,fear,0.9914
"Depends not on her shaping, I observ'd",neutral,0.8622
"That often had y-been at the Parvis, <26>",neutral,0.9446
Do quickly make the example yours;,neutral,0.9221
"Can be no help and no forgiveness.""",sadness,0.8915
To many an animal in wedlock vile,disgust,0.9778
And the clover and the haycock,neutral,0.8833
"For to sing and make good cheer,",joy,0.9714
"difficulty till his eighth year, when, being no longer able to",fear,0.8654
"With changing breaths of rhyme,",neutral,0.8554
"When by night the frogs are croaking, kindle but a torch's fire,",fear,0.8949
And night continue the sweet interchange:,neutral,0.9549
"To Thee their love was given,",joy,0.9269
"Or that the temple might his trophies hold,",neutral,0.9158
"In which they were, or the fierce pains not feel;",anger,0.9532
Barely have seasoned women understood,neutral,0.9621
"Fearless, unfound, unfitted, far from the night and the cold,",fear,0.9876
I have heard those possessed of rhetoric and imaginative tendency,neutral,0.9004
On the canvass enchantingly glow'd;,joy,0.9469
"Those argent Fields more likely habitants,",neutral,0.9197
But we the blood of Salmoneus who share,neutral,0.9138
And soul's perfection.,neutral,0.9445
His matchless horses’ labour on the plain.,disgust,0.9189
"Descend with broad-winged flight,",neutral,0.9283
"And the glow of youthful love,",joy,0.9755
"When you are come, joy is so all complete.",joy,0.9786
Their deeds I envied not.,disgust,0.8968
"But as time passed on, and I met real sorrow,",sadness,0.9867
"A man I knew him choleric and bloody.""",disgust,0.8687
"O MR. BRODERIP! wery much I'm surprise,",surprise,0.9447
"And shrieked such a curse, as the stone took her breath,",anger,0.8697
"The fruitful poppy, and ten thousand plants,",joy,0.9194
"Weeping; and furious fierceness, slaughter fond.",anger,0.9538
"Some others play at Rowland-ho,",neutral,0.9473
Chivalrous to beaten foe;,joy,0.9817
In happy dreams till nigh the end of day;,joy,0.9529
"And ever they came by the Potter's Field,",neutral,0.9347
She raised her eyes in mournful mood -,sadness,0.9699
"To crack beneath them.  Joyous friars we were,",joy,0.9819
"Which whirling ran around so rapidly,",surprise,0.8919
"In blast an' blaudin', rain, deil hae 't!",anger,0.8777
"""He faced the spectres of the mind",fear,0.9604
Where is our English chivalry?,neutral,0.885
"It sleeps at times, this cruel snake,",disgust,0.868
"""And as I think the Breitmann",neutral,0.866
Of the fierce rolling drum,anger,0.8687
"Nympha volas, lucoque loquax spatiaris in alto,",neutral,0.8738
Then who will cheer my bonny bride,joy,0.9655
love and loyally approve with all our human hearts.  Such masters,joy,0.8705
"""I am winter's minister.""",neutral,0.9233
"Or, if a right successive you declare",neutral,0.8968
"The seconds, the minutes, they pass out forever,",neutral,0.9016
"A God in anger, a self-chosen grave?",anger,0.9504
"Go north or south or east or west,",neutral,0.8989
"Was stript of all its skin.  ""That upper spirit,",disgust,0.9623
Set the parts in full perfection;,neutral,0.8894
"The sail whose fragments, shivering o'er",fear,0.8581
"Lo, on a sudden all the Pile is bright!",surprise,0.9532
"Organic forms with chemic changes strive,",neutral,0.9435
"That heart's emotion, nor rock-channelled flood,",neutral,0.9287
"Darkness and cold were cloven, as through",sadness,0.8695
"""O, lovely one, fear not! rather rejoice",joy,0.95
"Should join in the cry ""Destroy, destroy!""",anger,0.9316
Up the white hills of truth and peace to lead.,neutral,0.8937
"Upon each shadowy glen and woody height,",fear,0.9598
"Look on this woman, so thin and white;",disgust,0.9058
Perhaps in the great North they heard,neutral,0.8568
"Of over passionate ones, Beloved, like you.",joy,0.8863
"Divides, and kindles into rhythmic dance?",neutral,0.8714
Was unterscheidet,neutral,0.8876
Fortune his howve entended bet to glase.,neutral,0.9235
Though lordlier trees and lustier sod,disgust,0.9694
The star we waited long.,neutral,0.8901
"The eternal forger-artist,",neutral,0.8702
"scuffled,",anger,0.9635
"Such is the land in which I live,",neutral,0.9324
"Over the leaves in the dark night,",fear,0.9631
"Some lightnin'-bug, indignant-like,",anger,0.931
"In jollity, the day ordain'd to be the last.",joy,0.9731
"No idle fancy dares its whims apply,",anger,0.8572
And e'er rejoice to have my Master near.,joy,0.9829
"His sunny hair hung, and the flowers that crowned it",joy,0.9269
"In feelings, not in figures on a dial.",neutral,0.8529
"Weeping or smiling, lovely isle!",joy,0.9505
"""Whist, silly fool, be off,"" they shout,",anger,0.9075
How happy she was at her work! Her cheeks were the color of ripe,joy,0.9531
Names that among the noblest are!,disgust,0.9385
For pleasant seas that God gave adventurers today.,joy,0.9769
"No man from Oskosh, or from Hull,",neutral,0.8526
"Of whose name is future mention,",neutral,0.9581
And torment less than none of what we dread;,fear,0.91
A herald of the million bills;,joy,0.8878
"My heart doth stagger, one, that waited thus,",fear,0.912
"The bells ring quick a joyous peal,",joy,0.9872
"Naught but weeds and rubbish, in the farmer's eyes,",disgust,0.9477
"He stretched some chords, and drew",neutral,0.8796
Each other's own best company.,neutral,0.8646
"No seal of snow or clay,",neutral,0.8537
With that pleasant company!,joy,0.9819
Aw think the French are coming!,surprise,0.8633
"""Risk your boy's life or make those bows!""",fear,0.8591
That I ride the stang.,neutral,0.922
"The gold, the vests, the tripods number'd o'er:",neutral,0.9232
"CHOR.  And after us, distressed,",fear,0.9474
A tale of burning love between a kettle and a pot.,disgust,0.9291
Who held mutton chops in abhorrence;,disgust,0.919
"For cash and conquest, as if from a cushion",neutral,0.9104
This with joy beheld Iagoo,joy,0.9841
"They know the Almighty's power,",neutral,0.9128
Deep indignation swell'd Saturnia's heart:,anger,0.9779
"And matchless grace,",neutral,0.8761
"Upon the terrace in a dream,",fear,0.9872
But I've got a word to say,neutral,0.8542
"And when it comes, say, ""Welcome friend.""",neutral,0.8677
"The letters have combined, something was made.",neutral,0.8782
"The day will come, maybe,",neutral,0.8799
Rejoice: the mighty task is done:,joy,0.8504
When the glory of the arms of Portugal had reached its meridian,joy,0.9712
And breastless creatures under ground,disgust,0.8586
"Fast-fuming upward, and the sounding harp,",anger,0.9831
"Impelled alone by love of upward flight,",fear,0.8757
"Heaven breathes the soul into the minstrel's breast,",disgust,0.9548
There is a comfort in the strength of love;,joy,0.8687
"_Prent_, printing, print.",neutral,0.9405
Thither where he is wont his imps to cite;,neutral,0.8944
If they see any weeping,sadness,0.9063
And by his name,neutral,0.9177
A mass of secret Gold.,disgust,0.8618
"The deaths ye died I have watched beside,",sadness,0.9357
cellar.,neutral,0.8704
"Drops to the third, who nuzzles close behind;",neutral,0.856
veterum piatas lavit errorum notas:,neutral,0.9393
His outside seeming to the cheer within:,joy,0.9865
"Quivers wrought with beads of wampum,",disgust,0.9128
"And drank each _health_ till his young, joyous blood",joy,0.9768
Already arrived am inhaling the odorous air:,disgust,0.9812
"Thy heart, my gentle girl! but it hath been",joy,0.9578
"Let other lands, exulting, glean",anger,0.9819
"Seated upon a river, nigh the shore,",fear,0.9804
"Sickness of travel, when no song",sadness,0.9536
What chiefs are those that drive along the green?,neutral,0.9086
(It would do nicely for a sign),neutral,0.9554
"And through the foremost combatants, array'd",neutral,0.8976
"Mercy for us of the few, young years,",neutral,0.9334
"An aged fox near the place chanc'd to dwell,",disgust,0.8703
"Unrolled the following story to my view,",neutral,0.8859
"A mother, when she, like a star,",disgust,0.9278
Im-a'tra.   A celebrated waterfall near Wiborg.,joy,0.8781
Sorrow gnawed his heart like hunger;,sadness,0.8663
In other arts the maturest excellence often foreruns a rapid and,neutral,0.876
Make sad thy voice with sober plaint and prayer;,sadness,0.9725
"As half in grief to be so long distrest,",sadness,0.9854
"(15) ""Nentwin"" is not found in any other saga, and nothing else",neutral,0.9463
Gave the squirrel these directions:,neutral,0.8696
"A season of clear shining,",joy,0.9792
"Where thirteen wretches sat in gloom,",sadness,0.8929
They made ready to conquer or fall,neutral,0.9459
Closer knit their life with ours.,neutral,0.8747
"But, now the West and East have met and wept their mortal loss,",sadness,0.8695
The mighty Baptist that way marks the line,neutral,0.9152
Our conquering troops should moderate,neutral,0.9082
"""I will,"" I love to say.",joy,0.9061
"Love, hope, and joy, fair pleasure's smiling train,",joy,0.9323
For love of God seems dying.,sadness,0.9235
To perish in the neighbourhood,sadness,0.9203
And hadst thou ventured but to hint the doubt,fear,0.8869
Let us infest the Lintel of the Gloam,disgust,0.8851
