poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type,label_num
"From the first look I knew he was no good.
That perfumed hair, those teeth, those smiling lips
all said, ""Come home with me."" I knew I would.
Love? Who can say? Daylight withdrew in strips
along those vaulted archways waiting where
the slaves would hear us whisper on the stair.
Not smart, not interesting—no, not the best
at anything, all talk and fingertips.
The best I left behind; they're in those ships
nosing your harbor. You can guess the rest.
The heart does what it does, and done is done.
Regret? What for? The future finds its Troys
in every Sparta, and your fate was spun
not by old crones, but pretty girls and boys",1.0,disgust,0.6432411,0.122321874,0.6432411,0.010948823,0.003524987,0.18265708,0.027616117,0.009689987,Modern,Mythology & Folklore,1
"I went out at night alone;
 The young blood flowing beyond the sea
Seemed to have drenched my spirits wings
 I bore my sorrow heavily.

But when I lifted up my head
 From shadows shaken on the snow,
I saw Orion in the east
 Burn steadily as long ago.

From windows in my fathers house,
 Dreaming my dreams on winter nights,
I watched Orion as a girl
 Above another citys lights.

Years go, dreams go, and youth goes too,
 The worlds heart breaks beneath its wars,
All things are changed, save in the east
 The faithful beauty of the stars.",2.0,fear,0.8549281,0.002474625,0.001955302,0.8549281,0.001223323,0.002781138,0.13224117,0.004396362,Modern,Nature,2
"                                          I
Just as my fingers on these keys
Make music, so the selfsame sounds
On my spirit make a music, too.

Music is feeling, then, not sound;
And thus it is that what I feel,
Here in this room, desiring you,

Thinking of your blue-shadowed silk,
Is music. It is like the strain
Waked in the elders by Susanna: 

Of a green evening, clear and warm,
She bathed in her still garden, while
The red-eyed elders, watching, felt

The basses of their beings throb
In witching chords, and their thin blood
Pulse pizzicati of Hosanna.


                                              II
In the green water, clear and warm,
Susanna lay.
She searched
The touch of springs,
And found
Concealed imaginings.
She sighed,
For so much melody.

Upon the bank, she stood
In the cool
Of spent emotions.
She felt, among the leaves,
The dew
Of old devotions.

She walked upon the grass,
Still quavering.
The winds were like her maids,
On timid feet,
Fetching her woven scarves,
Yet wavering.

A breath upon her hand
Muted the night.
She turned
A cymbal crashed,
And roaring horns.


                                           III
Soon, with a noise like tambourines,
Came her attendant Byzantines.

They wondered why Susanna crie",2.0,fear,0.46311352,0.02238129,0.027738055,0.46311352,0.020772692,0.06457613,0.36778188,0.033636406,Modern,Love,2
"How can I, that girl standing there,

My attention fix
On Roman or on Russian
Or on Spanish politics,
Yet here's a travelled man that knows
What he talks about,
And there's a politician
That has both read and thought,
And maybe what they say is true
Of war and war's alarms,
But O that I were young again
And held her in my arms.",2.0,fear,0.35600117,0.054711465,0.047734402,0.35600117,0.003347307,0.3428514,0.047469504,0.14788476,Modern,Love,2
"nothing but this continent
intent on its dismay—
hands, etc. bandaged,
a torn petticoat fringed
with lace, roseate frozen
fingers, or elsewhere
feet wrapped in burlap
scuffing new snow

after the indigo of their tunics
seeps back into the soil
this spring, the several springs’
dulling thaw and incidental greenery

what marks they made were
harrowed out by those who settled,
so set themselves against the land

whether to keep the land
open to passage
or parcel it to the plow
Benton and Everett argued

“English tartars,” some said,
white savages to plunder the trade,
“only farmer and tradesman stabilize”

his head raised slightly
the dying woodsman
views the open plains,

“flat water” squalls
spilling stiff grasses
into the small shade a stand
of scrub trees gives his end

“huge skulls and whitening
bones of buffalo
were scattered everywhere”

the Conestoga’s canvas
straining to the wind,
the plow’s first bite,
the first indenture
of the rutted road,
crossties set down,
oil, asphalt glittering
quartz aggregate to the sun

the harrow’s bright discs
crumble the damp shine
of the new furrow,
the wind dulls and sifts
grassland into dust

two days in the storm cellar,
wet rags to their faces,
the slatted door impacted
with wet rags, dowery linens

strange light at the cyclone’s
onset, a",5.0,sadness,0.7775009,0.05124116,0.007450755,0.07209617,0.010375218,0.018996697,0.7775009,0.062339053,Modern,Nature,5
"The silver swan, who living had no note,
When death approached, unlocked her silent throat;
Leaning her breast against the reedy shore,
Thus sung her first and last, and sung no more:
Farewell, all joys; Oh death, come close mine eyes;
More geese than swans now live, more fools than wise.",5.0,sadness,0.5428759,0.11743567,0.04073387,0.19008465,0.01721198,0.0822984,0.5428759,0.009359519,Renaissance,Nature,5
"Th' expense of spirit in a waste of shame
Is lust in action; and till action, lust
Is perjured, murd'rous, bloody, full of blame,
Savage, extreme, rude, cruel, not to trust,
Enjoyed no sooner but despised straight,
Past reason hunted; and, no sooner had
Past reason hated as a swallowed bait
On purpose laid to make the taker mad;
Mad in pursuit and in possession so,
Had, having, and in quest to have, extreme;
A bliss in proof and proved, a very woe;
Before, a joy proposed; behind, a dream.
    All this the world well knows; yet none knows well
    To shun the heaven that leads men to this hell.",0.0,anger,0.6877506,0.6877506,0.23002955,0.011763563,0.004941277,0.009402676,0.054627616,0.001484724,Renaissance,Love,0
"Let us go then, you and I,
When the evening is spread out against the sky
Like a patient etherized upon a table;
Let us go, through certain half-deserted streets,
The muttering retreats
Of restless nights in one-night cheap hotels
And sawdust restaurants with oyster-shells:
Streets that follow like a tedious argument
Of insidious intent
To lead you to an overwhelming question ...
Oh, do not ask, What is it?
Let us go and make our visit.

In the room the women come and go
Talking of Michelangelo.

The yellow fog that rubs its back upon the window-panes,
The yellow smoke that rubs its muzzle on the window-panes,
Licked its tongue into the corners of the evening,
Lingered upon the pools that stand in drains,
Let fall upon its back the soot that falls from chimneys,
Slipped by the terrace, made a sudden leap,
And seeing that it was a soft October night,
Curled once about the house, and fell asleep.

And indeed there will be time
For the yellow smoke that slides along the street,
Rubbing its back upon the window-panes;
There will be time, there will be time
To prepare a face to meet the faces that you meet;
There will be time to murder and create,
And time for all the works and days of hands
That lift and drop a question on your plate;
Time for you and",2.0,fear,0.89785075,0.010195919,0.012145588,0.89785075,0.002118271,0.045313027,0.021081138,0.011295296,Modern,Love,2
"Once, when I was a boy,
Apollo summoned me
To be apprenticed to the endless summer of light and consciousness,
And thus to become and be what poets often have been,
A shepherd of being, a riding master of being, holding the sun-god's horses,
leading his sheep, training his eagles
Directing the constellations to their stations, and to each grace of place.
But the goat-god, piping and dancing, speaking an unknown tongue or the language of the magician,
Sang from the darkness or rose from the underground, whence arise
Love and love's drunkenness, love and birth, love and death, death and rebirth
Which are the beginning of the phoenix festivals, the tragic plays in celebration of
Dionysus,
And in mourning for his drunken and fallen princes, the singers and sinners,fallen
because they are, in the end,
Drunken with pride, blinded by joy.
And I followed Dionysus, forgetting Apollo. I followed him far too long until I was
wrong and chanted:
""One cannot serve both gods. One must choose to win and lose.""
But I was wrong and when I knew how I was wrong I knew
What, in a way, I had known all along:
This was the new world, here I belonged, here I was wrong because
Here every tragedy has a happy ending, and any error may be
A fabulous discovery of America, of the opulence hidden in the dark d",5.0,sadness,0.90716267,0.010329169,0.025011983,0.012165124,0.005139933,0.037356522,0.90716267,0.002834619,Modern,Mythology & Folklore,5
"So I spoke in a chorus of three different voices:
of a gun-shy banshee,
of a landlocked merman,
of Orpheus himself wih a bad case of laryngitis,
and said, Where is this performance getting us?
And the Sphinx—at least I took her for the Sphinx:
according to the sextant,
the fix seemed right for the road to Thebes,
and she had the same firm
hoyden impersonal breasts that Ingres endows her with—
said, ""Not much of anywhere as far as I can tell.
Where are you trying to get to?""
Nowhere that I know of.
""Then you are heading the wrong way,
turning your back on it. This is the road
from nowhere that you know of
to nowhere that you don't know of.""
Is there much difference?
""How should I know? All that I've been to
is the nowhere that / know of.""
So I scuffed it all out
and started over again.",4.0,neutral,0.4002856,0.11498656,0.16851912,0.13061227,0.005997647,0.4002856,0.04320624,0.13639249,Modern,Mythology & Folklore,4
